Day,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
2022-02-15,United Kingdom,2022-02-16 04:21:10,54.2361,-4.5481,22178,77,,,"Isle of Man, United Kingdom",26081.94562047229,0.3471909099107223
2022-02-15,United Kingdom,2022-02-16 04:21:10,49.2138,-2.1358,34557,108,,,"Jersey, United Kingdom",31616.651418115278,0.3125271290910669
2022-02-15,United Kingdom,2022-02-16 04:21:10,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-15,United Kingdom,2022-02-16 04:21:10,54.7877,-6.4923,593853,3160,,,"Northern Ireland, United Kingdom",31561.06505102041,0.5321182178081107
2022-02-15,United Kingdom,2022-02-16 04:21:10,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-15,United Kingdom,2022-02-16 04:21:10,56.4907,-4.2026,1312019,10528,,,"Scotland, United Kingdom",24015.137371185912,0.8024274038714378
2022-02-15,United Kingdom,2022-02-16 04:21:10,21.69400000000001,-71.7979,5832,35,,,"Turks and Caicos Islands, United Kingdom",15062.76150627615,0.6001371742112482
2022-02-15,United Kingdom,2022-02-16 04:21:10,,,0,0,,,"Unknown, United Kingdom",,
2022-02-15,United Kingdom,2022-02-16 04:21:10,52.1307,-3.7837,803360,6923,,,"Wales, United Kingdom",25596.1256611228,0.8617556263692492
2022-02-16,United Kingdom,2022-02-17 04:20:56,18.2206,-63.0686,2506,9,,,"Anguilla, United Kingdom",16704.439408078924,0.35913806863527536
2022-02-16,United Kingdom,2022-02-17 04:20:56,32.3078,-64.7505,11246,121,,,"Bermuda, United Kingdom",18059.190981645337,1.0759381113284725
2022-02-16,United Kingdom,2022-02-17 04:20:56,18.4207,-64.64,5997,61,,,"British Virgin Islands, United Kingdom",19833.31679730132,1.0171752542938135
2022-02-16,United Kingdom,2022-02-17 04:20:56,19.3133,-81.2546,17687,16,,,"Cayman Islands, United Kingdom",26912.659768715763,0.09046192118505116
2022-02-16,United Kingdom,2022-02-17 04:20:56,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-16,United Kingdom,2022-02-17 04:20:56,52.3555,-1.1743,15727107,139398,,,"England, United Kingdom",28095.55854883774,0.8863550047697901
2022-02-16,United Kingdom,2022-02-17 04:20:56,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-16,United Kingdom,2022-02-17 04:20:56,36.1408,-5.3536,14706,101,,,"Gibraltar, United Kingdom",43649.639369564575,0.6867945056439548
2022-02-16,United Kingdom,2022-02-17 04:20:56,49.448196,-2.58949,12779,31,,,"Guernsey, United Kingdom",20284.126984126986,0.2425854918225213
2022-02-16,United Kingdom,2022-02-17 04:20:56,54.2361,-4.5481,22217,77,,,"Isle of Man, United Kingdom",26127.810706557528,0.3465814466399604
2022-02-16,United Kingdom,2022-02-17 04:20:56,49.2138,-2.1358,34785,108,,,"Jersey, United Kingdom",31825.251601097887,0.31047865459249674
2022-02-16,United Kingdom,2022-02-17 04:20:56,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-16,United Kingdom,2022-02-17 04:20:56,54.7877,-6.4923,596742,3165,,,"Northern Ireland, United Kingdom",31714.604591836734,0.530379963200177
2022-02-16,United Kingdom,2022-02-17 04:20:56,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-16,United Kingdom,2022-02-17 04:20:56,56.4907,-4.2026,1319373,10544,,,"Scotland, United Kingdom",24149.744659820986,0.7991674833424665
2022-02-16,United Kingdom,2022-02-17 04:20:56,21.69400000000001,-71.7979,5832,35,,,"Turks and Caicos Islands, United Kingdom",15062.76150627615,0.6001371742112482
2022-02-16,United Kingdom,2022-02-17 04:20:56,,,0,0,,,"Unknown, United Kingdom",,
2022-02-16,United Kingdom,2022-02-17 04:20:56,52.1307,-3.7837,804484,6931,,,"Wales, United Kingdom",25631.93780666539,0.8615460344767578
2022-02-17,United Kingdom,2022-02-18 04:21:04,18.2206,-63.0686,2506,9,,,"Anguilla, United Kingdom",16704.439408078924,0.35913806863527536
2022-02-17,United Kingdom,2022-02-18 04:21:04,32.3078,-64.7505,11316,122,,,"Bermuda, United Kingdom",18171.599248470444,1.0781194768469424
2022-02-17,United Kingdom,2022-02-18 04:21:04,18.4207,-64.64,5997,61,,,"British Virgin Islands, United Kingdom",19833.31679730132,1.0171752542938135
2022-02-17,United Kingdom,2022-02-18 04:21:04,19.3133,-81.2546,18728,17,,,"Cayman Islands, United Kingdom",28496.65246500304,0.09077317385732593
2022-02-17,United Kingdom,2022-02-18 04:21:04,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-17,United Kingdom,2022-02-18 04:21:04,52.3555,-1.1743,15767071,139554,,,"England, United Kingdom",28166.95190184575,0.8850978092253152
2022-02-17,United Kingdom,2022-02-18 04:21:04,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-17,United Kingdom,2022-02-18 04:21:04,36.1408,-5.3536,14792,101,,,"Gibraltar, United Kingdom",43904.9004185094,0.6828015143320714
2022-02-17,United Kingdom,2022-02-18 04:21:04,49.448196,-2.58949,12865,31,,,"Guernsey, United Kingdom",20420.63492063492,0.24096385542168675
2022-02-17,United Kingdom,2022-02-18 04:21:04,54.2361,-4.5481,22257,77,,,"Isle of Man, United Kingdom",26174.85182049111,0.34595857483039044
2022-02-17,United Kingdom,2022-02-18 04:21:04,49.2138,-2.1358,35072,108,,,"Jersey, United Kingdom",32087.83165599268,0.3079379562043796
2022-02-17,United Kingdom,2022-02-18 04:21:04,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-17,United Kingdom,2022-02-18 04:21:04,54.7877,-6.4923,599769,3166,,,"Northern Ireland, United Kingdom",31875.478316326535,0.5278698965768488
2022-02-17,United Kingdom,2022-02-18 04:21:04,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-17,United Kingdom,2022-02-18 04:21:04,56.4907,-4.2026,1326382,10566,,,"Scotland, United Kingdom",24278.037083813808,0.7966030902108141
2022-02-17,United Kingdom,2022-02-18 04:21:04,21.69400000000001,-71.7979,5839,36,,,"Turks and Caicos Islands, United Kingdom",15080.84095252854,0.6165439287549238
2022-02-17,United Kingdom,2022-02-18 04:21:04,,,0,0,,,"Unknown, United Kingdom",,
2022-02-17,United Kingdom,2022-02-18 04:21:04,52.1307,-3.7837,805836,6935,,,"Wales, United Kingdom",25675.014337602748,0.8605969452841521
2022-02-18,United Kingdom,2022-02-19 04:21:11,18.2206,-63.0686,2506,9,,,"Anguilla, United Kingdom",16704.439408078924,0.35913806863527536
2022-02-18,United Kingdom,2022-02-19 04:21:11,32.3078,-64.7505,11316,122,,,"Bermuda, United Kingdom",18171.599248470444,1.0781194768469424
2022-02-18,United Kingdom,2022-02-19 04:21:11,18.4207,-64.64,6050,62,,,"British Virgin Islands, United Kingdom",20008.59873664716,1.0247933884297522
2022-02-18,United Kingdom,2022-02-19 04:21:11,19.3133,-81.2546,18728,17,,,"Cayman Islands, United Kingdom",28496.65246500304,0.09077317385732593
2022-02-18,United Kingdom,2022-02-19 04:21:11,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-18,United Kingdom,2022-02-19 04:21:11,52.3555,-1.1743,15803539,139684,,,"England, United Kingdom",28232.099854940938,0.8838779718897141
2022-02-18,United Kingdom,2022-02-19 04:21:11,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-18,United Kingdom,2022-02-19 04:21:11,36.1408,-5.3536,14873,101,,,"Gibraltar, United Kingdom",44145.320708794636,0.6790829019027769
2022-02-18,United Kingdom,2022-02-19 04:21:11,49.448196,-2.58949,12970,31,,,"Guernsey, United Kingdom",20587.301587301587,0.2390131071703932
2022-02-18,United Kingdom,2022-02-19 04:21:11,54.2361,-4.5481,22297,79,,,"Isle of Man, United Kingdom",26221.892934424686,0.3543077544064224
2022-02-18,United Kingdom,2022-02-19 04:21:11,49.2138,-2.1358,35301,108,,,"Jersey, United Kingdom",32297.346752058555,0.30594034163338146
2022-02-18,United Kingdom,2022-02-19 04:21:11,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-18,United Kingdom,2022-02-19 04:21:11,54.7877,-6.4923,602238,3170,,,"Northern Ireland, United Kingdom",32006.696428571428,0.526369973332802
2022-02-18,United Kingdom,2022-02-19 04:21:11,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-18,United Kingdom,2022-02-19 04:21:11,56.4907,-4.2026,1333332,10582,,,"Scotland, United Kingdom",24405.24957443304,0.7936507936507936
2022-02-18,United Kingdom,2022-02-19 04:21:11,21.69400000000001,-71.7979,5843,36,,,"Turks and Caicos Islands, United Kingdom",15091.172064672764,0.616121855211364
2022-02-18,United Kingdom,2022-02-19 04:21:11,,,0,0,,,"Unknown, United Kingdom",,
2022-02-18,United Kingdom,2022-02-19 04:21:11,52.1307,-3.7837,807096,6943,,,"Wales, United Kingdom",25715.15962531065,0.8602446301307404
2022-02-19,United Kingdom,2022-02-20 04:21:00,18.2206,-63.0686,2506,9,,,"Anguilla, United Kingdom",16704.439408078924,0.35913806863527536
2022-02-19,United Kingdom,2022-02-20 04:21:00,32.3078,-64.7505,11316,122,,,"Bermuda, United Kingdom",18171.599248470444,1.0781194768469424
2022-02-19,United Kingdom,2022-02-20 04:21:00,18.4207,-64.64,6050,62,,,"British Virgin Islands, United Kingdom",20008.59873664716,1.0247933884297522
2022-02-19,United Kingdom,2022-02-20 04:21:00,19.3133,-81.2546,18728,17,,,"Cayman Islands, United Kingdom",28496.65246500304,0.09077317385732593
2022-02-19,United Kingdom,2022-02-20 04:21:00,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-19,United Kingdom,2022-02-20 04:21:00,52.3555,-1.1743,15835403,139807,,,"England, United Kingdom",28289.0230308054,0.8828761730913953
2022-02-19,United Kingdom,2022-02-20 04:21:00,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-19,United Kingdom,2022-02-20 04:21:00,36.1408,-5.3536,14873,101,,,"Gibraltar, United Kingdom",44145.320708794636,0.6790829019027769
2022-02-19,United Kingdom,2022-02-20 04:21:00,49.448196,-2.58949,12970,31,,,"Guernsey, United Kingdom",20587.301587301587,0.2390131071703932
2022-02-19,United Kingdom,2022-02-20 04:21:00,54.2361,-4.5481,22297,79,,,"Isle of Man, United Kingdom",26221.892934424686,0.3543077544064224
2022-02-19,United Kingdom,2022-02-20 04:21:00,49.2138,-2.1358,35301,108,,,"Jersey, United Kingdom",32297.346752058555,0.30594034163338146
2022-02-19,United Kingdom,2022-02-20 04:21:00,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-19,United Kingdom,2022-02-20 04:21:00,54.7877,-6.4923,604385,3175,,,"Northern Ireland, United Kingdom",32120.801445578232,0.5253273989261812
2022-02-19,United Kingdom,2022-02-20 04:21:00,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-19,United Kingdom,2022-02-20 04:21:00,56.4907,-4.2026,1338539,10582,,,"Scotland, United Kingdom",24405.24957443304,0.7936507936507936
2022-02-19,United Kingdom,2022-02-20 04:21:00,21.69400000000001,-71.7979,5846,36,,,"Turks and Caicos Islands, United Kingdom",15098.920398780927,0.6158056790968184
2022-02-19,United Kingdom,2022-02-20 04:21:00,,,0,0,,,"Unknown, United Kingdom",,
2022-02-19,United Kingdom,2022-02-20 04:21:00,52.1307,-3.7837,807096,6943,,,"Wales, United Kingdom",25715.15962531065,0.8602446301307404
2022-02-20,United Kingdom,2022-02-21 04:21:05,18.2206,-63.0686,2506,9,,,"Anguilla, United Kingdom",16704.439408078924,0.35913806863527536
2022-02-20,United Kingdom,2022-02-21 04:21:05,32.3078,-64.7505,11316,122,,,"Bermuda, United Kingdom",18171.599248470444,1.0781194768469424
2022-02-20,United Kingdom,2022-02-21 04:21:05,18.4207,-64.64,6050,62,,,"British Virgin Islands, United Kingdom",20008.59873664716,1.0247933884297522
2022-02-20,United Kingdom,2022-02-21 04:21:05,19.3133,-81.2546,18728,17,,,"Cayman Islands, United Kingdom",28496.65246500304,0.09077317385732593
2022-02-20,United Kingdom,2022-02-21 04:21:05,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-20,United Kingdom,2022-02-21 04:21:05,52.3555,-1.1743,15859074,139876,,,"England, United Kingdom",28331.3098904554,0.8819934883966113
2022-02-20,United Kingdom,2022-02-21 04:21:05,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-20,United Kingdom,2022-02-21 04:21:05,36.1408,-5.3536,14873,101,,,"Gibraltar, United Kingdom",44145.320708794636,0.6790829019027769
2022-02-20,United Kingdom,2022-02-21 04:21:05,49.448196,-2.58949,12970,31,,,"Guernsey, United Kingdom",20587.301587301587,0.2390131071703932
2022-02-20,United Kingdom,2022-02-21 04:21:05,54.2361,-4.5481,22297,79,,,"Isle of Man, United Kingdom",26221.892934424686,0.3543077544064224
2022-02-20,United Kingdom,2022-02-21 04:21:05,49.2138,-2.1358,35301,108,,,"Jersey, United Kingdom",32297.346752058555,0.30594034163338146
2022-02-20,United Kingdom,2022-02-21 04:21:05,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-20,United Kingdom,2022-02-21 04:21:05,54.7877,-6.4923,606250,3180,,,"Northern Ireland, United Kingdom",32219.919217687075,0.5245360824742268
2022-02-20,United Kingdom,2022-02-21 04:21:05,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-20,United Kingdom,2022-02-21 04:21:05,56.4907,-4.2026,1344013,10582,,,"Scotland, United Kingdom",24405.24957443304,0.7936507936507936
2022-02-20,United Kingdom,2022-02-21 04:21:05,21.69400000000001,-71.7979,5846,36,,,"Turks and Caicos Islands, United Kingdom",15098.920398780927,0.6158056790968184
2022-02-20,United Kingdom,2022-02-21 04:21:05,,,0,0,,,"Unknown, United Kingdom",,
2022-02-20,United Kingdom,2022-02-21 04:21:05,52.1307,-3.7837,807096,6943,,,"Wales, United Kingdom",25715.15962531065,0.8602446301307404
2022-02-21,United Kingdom,2022-02-22 04:21:01,18.2206,-63.0686,2506,9,,,"Anguilla, United Kingdom",16704.439408078924,0.35913806863527536
2022-02-21,United Kingdom,2022-02-22 04:21:01,32.3078,-64.7505,11423,123,,,"Bermuda, United Kingdom",18343.42331347454,1.0767749277772911
2022-02-21,United Kingdom,2022-02-22 04:21:01,18.4207,-64.64,6050,62,,,"British Virgin Islands, United Kingdom",20008.59873664716,1.0247933884297522
2022-02-21,United Kingdom,2022-02-22 04:21:01,19.3133,-81.2546,18728,17,,,"Cayman Islands, United Kingdom",28496.65246500304,0.09077317385732593
2022-02-21,United Kingdom,2022-02-22 04:21:01,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-21,United Kingdom,2022-02-22 04:21:01,52.3555,-1.1743,15888557,139886,,,"England, United Kingdom",28383.979548816304,0.8804197889084578
2022-02-21,United Kingdom,2022-02-22 04:21:01,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-21,United Kingdom,2022-02-22 04:21:01,36.1408,-5.3536,14873,101,,,"Gibraltar, United Kingdom",44145.320708794636,0.6790829019027769
2022-02-21,United Kingdom,2022-02-22 04:21:01,49.448196,-2.58949,13150,31,,,"Guernsey, United Kingdom",20873.01587301588,0.2357414448669201
2022-02-21,United Kingdom,2022-02-22 04:21:01,54.2361,-4.5481,22407,79,,,"Isle of Man, United Kingdom",26351.255997742028,0.3525683938055072
2022-02-21,United Kingdom,2022-02-22 04:21:01,49.2138,-2.1358,35506,109,,,"Jersey, United Kingdom",32484.90393412625,0.3069903678251563
2022-02-21,United Kingdom,2022-02-22 04:21:01,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-21,United Kingdom,2022-02-22 04:21:01,54.7877,-6.4923,608485,3184,,,"Northern Ireland, United Kingdom",32338.701105442182,0.5232668019753979
2022-02-21,United Kingdom,2022-02-22 04:21:01,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-21,United Kingdom,2022-02-22 04:21:01,56.4907,-4.2026,1349320,10596,,,"Scotland, United Kingdom",24697.893214723706,0.7852844395695608
2022-02-21,United Kingdom,2022-02-22 04:21:01,21.69400000000001,-71.7979,5846,36,,,"Turks and Caicos Islands, United Kingdom",15098.920398780927,0.6158056790968184
2022-02-21,United Kingdom,2022-02-22 04:21:01,,,0,0,,,"Unknown, United Kingdom",,
2022-02-21,United Kingdom,2022-02-22 04:21:01,52.1307,-3.7837,808210,6944,,,"Wales, United Kingdom",25750.65315745874,0.8591826381757216
2022-02-22,United Kingdom,2022-02-23 04:21:09,18.2206,-63.0686,2506,9,,,"Anguilla, United Kingdom",16704.439408078924,0.35913806863527536
2022-02-22,United Kingdom,2022-02-23 04:21:09,32.3078,-64.7505,11423,123,,,"Bermuda, United Kingdom",18343.42331347454,1.0767749277772911
2022-02-22,United Kingdom,2022-02-23 04:21:09,18.4207,-64.64,6050,62,,,"British Virgin Islands, United Kingdom",20008.59873664716,1.0247933884297522
2022-02-22,United Kingdom,2022-02-23 04:21:09,19.3133,-81.2546,18728,17,,,"Cayman Islands, United Kingdom",28496.65246500304,0.09077317385732593
2022-02-22,United Kingdom,2022-02-23 04:21:09,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-22,United Kingdom,2022-02-23 04:21:09,52.3555,-1.1743,15918472,140056,,,"England, United Kingdom",28437.4209499582,0.8798331900197456
2022-02-22,United Kingdom,2022-02-23 04:21:09,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-22,United Kingdom,2022-02-23 04:21:09,36.1408,-5.3536,15091,101,,,"Gibraltar, United Kingdom",44792.37778635245,0.6692730766682129
2022-02-22,United Kingdom,2022-02-23 04:21:09,49.448196,-2.58949,13150,31,,,"Guernsey, United Kingdom",20873.01587301588,0.2357414448669201
2022-02-22,United Kingdom,2022-02-23 04:21:09,54.2361,-4.5481,22471,79,,,"Isle of Man, United Kingdom",26426.52178003576,0.35156423835165324
2022-02-22,United Kingdom,2022-02-23 04:21:09,49.2138,-2.1358,35983,109,,,"Jersey, United Kingdom",32921.31747483989,0.3029208237223133
2022-02-22,United Kingdom,2022-02-23 04:21:09,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-22,United Kingdom,2022-02-23 04:21:09,54.7877,-6.4923,611437,3189,,,"Northern Ireland, United Kingdom",32495.588860544212,0.5215582308561635
2022-02-22,United Kingdom,2022-02-23 04:21:09,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-22,United Kingdom,2022-02-23 04:21:09,56.4907,-4.2026,1355657,10614,,,"Scotland, United Kingdom",24813.885380630763,0.7829414077454695
2022-02-22,United Kingdom,2022-02-23 04:21:09,21.69400000000001,-71.7979,5846,36,,,"Turks and Caicos Islands, United Kingdom",15098.920398780927,0.6158056790968184
2022-02-22,United Kingdom,2022-02-23 04:21:09,,,0,0,,,"Unknown, United Kingdom",,
2022-02-22,United Kingdom,2022-02-23 04:21:09,52.1307,-3.7837,809882,6956,,,"Wales, United Kingdom",25803.925317020326,0.8588905544264474
2022-02-23,United Kingdom,2022-02-24 04:21:14,18.2206,-63.0686,2528,9,,,"Anguilla, United Kingdom",16851.086521797093,0.3560126582278481
2022-02-23,United Kingdom,2022-02-24 04:21:14,32.3078,-64.7505,11423,123,,,"Bermuda, United Kingdom",18343.42331347454,1.0767749277772911
2022-02-23,United Kingdom,2022-02-24 04:21:14,18.4207,-64.64,6074,62,,,"British Virgin Islands, United Kingdom",20087.971690313192,1.0207441554165295
2022-02-23,United Kingdom,2022-02-24 04:21:14,19.3133,-81.2546,19373,17,,,"Cayman Islands, United Kingdom",29478.0888618381,0.08775099365095752
2022-02-23,United Kingdom,2022-02-24 04:21:14,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-23,United Kingdom,2022-02-24 04:21:14,52.3555,-1.1743,15947871,140196,,,"England, United Kingdom",28489.9405472228,0.8790891273198786
2022-02-23,United Kingdom,2022-02-24 04:21:14,-51.7963,-59.5236,105,0,,,"Falkland Islands (Malvinas), United Kingdom",3014.6425495262706,0.0
2022-02-23,United Kingdom,2022-02-24 04:21:14,36.1408,-5.3536,15170,101,,,"Gibraltar, United Kingdom",45026.86177317384,0.6657877389584707
2022-02-23,United Kingdom,2022-02-24 04:21:14,49.448196,-2.58949,13503,31,,,"Guernsey, United Kingdom",21433.33333333333,0.2295786121602607
2022-02-23,United Kingdom,2022-02-24 04:21:14,54.2361,-4.5481,22471,79,,,"Isle of Man, United Kingdom",26426.52178003576,0.35156423835165324
2022-02-23,United Kingdom,2022-02-24 04:21:14,49.2138,-2.1358,36233,110,,,"Jersey, United Kingdom",33150.04574565416,0.30359064940799824
2022-02-23,United Kingdom,2022-02-24 04:21:14,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-23,United Kingdom,2022-02-24 04:21:14,54.7877,-6.4923,613731,3193,,,"Northern Ireland, United Kingdom",32617.50637755102,0.5202605050095237
2022-02-23,United Kingdom,2022-02-24 04:21:14,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-23,United Kingdom,2022-02-24 04:21:14,56.4907,-4.2026,1362296,10629,,,"Scotland, United Kingdom",24935.40534109421,0.7802269110384233
2022-02-23,United Kingdom,2022-02-24 04:21:14,21.69400000000001,-71.7979,5855,36,,,"Turks and Caicos Islands, United Kingdom",15122.165401105427,0.6148590947907772
2022-02-23,United Kingdom,2022-02-24 04:21:14,,,0,0,,,"Unknown, United Kingdom",,
2022-02-23,United Kingdom,2022-02-24 04:21:14,52.1307,-3.7837,810785,6961,,,"Wales, United Kingdom",25832.69610654432,0.8585506638627997
2022-02-24,United Kingdom,2022-02-25 04:21:11,18.2206,-63.0686,2528,9,,,"Anguilla, United Kingdom",16851.086521797093,0.3560126582278481
2022-02-24,United Kingdom,2022-02-25 04:21:11,32.3078,-64.7505,11490,123,,,"Bermuda, United Kingdom",18451.01408315,1.070496083550914
2022-02-24,United Kingdom,2022-02-25 04:21:11,18.4207,-64.64,6074,62,,,"British Virgin Islands, United Kingdom",20087.971690313192,1.0207441554165295
2022-02-24,United Kingdom,2022-02-25 04:21:11,19.3133,-81.2546,19373,17,,,"Cayman Islands, United Kingdom",29478.0888618381,0.08775099365095752
2022-02-24,United Kingdom,2022-02-25 04:21:11,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-24,United Kingdom,2022-02-25 04:21:11,52.3555,-1.1743,15975718,140295,,,"England, United Kingdom",28539.68758708904,0.8781764925995814
2022-02-24,United Kingdom,2022-02-25 04:21:11,-51.7963,-59.5236,109,0,,,"Falkland Islands (Malvinas), United Kingdom",3129.486075222509,0.0
2022-02-24,United Kingdom,2022-02-25 04:21:11,36.1408,-5.3536,15256,101,,,"Gibraltar, United Kingdom",45282.12282211867,0.6620346093340325
2022-02-24,United Kingdom,2022-02-25 04:21:11,49.448196,-2.58949,13503,31,,,"Guernsey, United Kingdom",21433.33333333333,0.2295786121602607
2022-02-24,United Kingdom,2022-02-25 04:21:11,54.2361,-4.5481,22607,79,,,"Isle of Man, United Kingdom",26586.46156740992,0.3494492856194984
2022-02-24,United Kingdom,2022-02-25 04:21:11,49.2138,-2.1358,36420,111,,,"Jersey, United Kingdom",33321.13449222324,0.3047775947281713
2022-02-24,United Kingdom,2022-02-25 04:21:11,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-24,United Kingdom,2022-02-25 04:21:11,54.7877,-6.4923,616217,3195,,,"Northern Ireland, United Kingdom",32749.627976190477,0.5184861826272239
2022-02-24,United Kingdom,2022-02-25 04:21:11,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-02-24,United Kingdom,2022-02-25 04:21:11,56.4907,-4.2026,1369385,10645,,,"Scotland, United Kingdom",25065.16208152581,0.7773562584663919
2022-02-24,United Kingdom,2022-02-25 04:21:11,21.69400000000001,-71.7979,5855,36,,,"Turks and Caicos Islands, United Kingdom",15122.165401105427,0.6148590947907772
2022-02-24,United Kingdom,2022-02-25 04:21:11,,,0,0,,,"Unknown, United Kingdom",,
2022-02-24,United Kingdom,2022-02-25 04:21:11,52.1307,-3.7837,811844,6969,,,"Wales, United Kingdom",25866.437265022618,0.8584161489153088
2022-02-25,United Kingdom,2022-02-26 04:21:12,18.2206,-63.0686,2528,9,,,"Anguilla, United Kingdom",16851.086521797093,0.3560126582278481
2022-02-25,United Kingdom,2022-02-26 04:21:12,32.3078,-64.7505,11490,123,,,"Bermuda, United Kingdom",18451.01408315,1.070496083550914
2022-02-25,United Kingdom,2022-02-26 04:21:12,18.4207,-64.64,6074,62,,,"British Virgin Islands, United Kingdom",20087.971690313192,1.0207441554165295
2022-02-25,United Kingdom,2022-02-26 04:21:12,19.3133,-81.2546,19373,17,,,"Cayman Islands, United Kingdom",29478.0888618381,0.08775099365095752
2022-02-25,United Kingdom,2022-02-26 04:21:12,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-02-25,United Kingdom,2022-02-26 04:21:12,52.3555,-1.1743,15998983,140392,,,"England, United Kingdom",28581.249151440228,0.8775057764609163
2022-02-25,United Kingdom,2022-02-26 04:21:12,-51.7963,-59.5236,109,0,,,"Falkland Islands (Malvinas), United Kingdom",3129.486075222509,0.0
2022-02-25,United Kingdom,2022-02-26 04:21:12,36.1408,-5.3536,15313,101,,,"Gibraltar, United Kingdom",45451.30747083791,0.6595702997453144
2022-02-25,United Kingdom,2022-02-26 04:21:12,49.448196,-2.58949,13503,31,,,"Guernsey, United Kingdom",21433.33333333333,0.2295786121602607
2022-02-25,United Kingdom,2022-02-26 04:21:12,54.2361,-4.5481,22660,80,,,"Isle of Man, United Kingdom",26648.791043371908,0.35304501323918797
2022-02-25,United Kingdom,2022-02-26 04:21:12,49.2138,-2.1358,36704,112,,,"Jersey, United Kingdom",33580.969807868256,0.3051438535309503
2022-02-25,United Kingdom,2022-02-26 04:21:12,16.742498,-62.187366,163,2,,,"Montserrat, United Kingdom",3260.652130426085,1.2269938650306749
2022-02-25,United Kingdom,2022-02-26 04:21:12,54.7877,-6.4923,618285,3197,,,"Northern Ireland, United Kingdom",32859.53443877551,0.5170754587285799
