Day,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
2022-03-14,United Kingdom,2022-03-15 04:20:47,16.742498,-62.187366,166,2,,,"Montserrat, United Kingdom",3320.664132826565,1.2048192771084338
2022-03-14,United Kingdom,2022-03-15 04:20:47,54.7877,-6.4923,654592,3253,,,"Northern Ireland, United Kingdom",34789.115646258506,0.496950772389519
2022-03-14,United Kingdom,2022-03-15 04:20:47,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-14,United Kingdom,2022-03-15 04:20:47,56.4907,-4.2026,1574047,10969,,,"Scotland, United Kingdom",28811.286218951915,0.6968661037440432
2022-03-14,United Kingdom,2022-03-15 04:20:47,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-14,United Kingdom,2022-03-15 04:20:47,,,0,0,,,"Unknown, United Kingdom",,
2022-03-14,United Kingdom,2022-03-15 04:20:47,52.1307,-3.7837,827518,7048,,,"Wales, United Kingdom",26365.831899573066,0.851703527899091
2022-03-15,United Kingdom,2022-03-16 04:20:50,18.2206,-63.0686,2595,9,,,"Anguilla, United Kingdom",17297.693640847887,0.3468208092485549
2022-03-15,United Kingdom,2022-03-16 04:20:50,32.3078,-64.7505,11989,125,,,"Bermuda, United Kingdom",19252.324442374706,1.0426224038702143
2022-03-15,United Kingdom,2022-03-16 04:20:50,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-15,United Kingdom,2022-03-16 04:20:50,19.3133,-81.2546,20073,22,,,"Cayman Islands, United Kingdom",30543.21363359708,0.10959996014546904
2022-03-15,United Kingdom,2022-03-16 04:20:50,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-15,United Kingdom,2022-03-16 04:20:50,52.3555,-1.1743,16709007,141771,,,"England, United Kingdom",29849.66557812824,0.8484705284999878
2022-03-15,United Kingdom,2022-03-16 04:20:50,-51.7963,-59.5236,118,0,,,"Falkland Islands (Malvinas), United Kingdom",3387.8840080390473,0.0
2022-03-15,United Kingdom,2022-03-16 04:20:50,36.1408,-5.3536,16088,101,,,"Gibraltar, United Kingdom",47751.625063073225,0.6277971158627549
2022-03-15,United Kingdom,2022-03-16 04:20:50,49.448196,-2.58949,15630,31,,,"Guernsey, United Kingdom",24809.52380952381,0.19833653230966086
2022-03-15,United Kingdom,2022-03-16 04:20:50,54.2361,-4.5481,25236,81,,,"Isle of Man, United Kingdom",29678.238780694326,0.3209700427960057
2022-03-15,United Kingdom,2022-03-16 04:20:50,49.2138,-2.1358,41635,116,,,"Jersey, United Kingdom",38092.40622140896,0.2786117449261439
2022-03-15,United Kingdom,2022-03-16 04:20:50,16.742498,-62.187366,171,2,,,"Montserrat, United Kingdom",3420.684136827365,1.1695906432748535
2022-03-15,United Kingdom,2022-03-16 04:20:50,54.7877,-6.4923,657197,3258,,,"Northern Ireland, United Kingdom",34927.56164965987,0.495741763885106
2022-03-15,United Kingdom,2022-03-16 04:20:50,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-15,United Kingdom,2022-03-16 04:20:50,56.4907,-4.2026,1622345,11016,,,"Scotland, United Kingdom",29695.33066095583,0.6790171017878441
2022-03-15,United Kingdom,2022-03-16 04:20:50,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-15,United Kingdom,2022-03-16 04:20:50,,,0,0,,,"Unknown, United Kingdom",,
2022-03-15,United Kingdom,2022-03-16 04:20:50,52.1307,-3.7837,831632,7050,,,"Wales, United Kingdom",26496.909450073286,0.8477307270523501
2022-03-16,United Kingdom,2022-03-17 04:20:56,18.2206,-63.0686,2595,9,,,"Anguilla, United Kingdom",17297.693640847887,0.3468208092485549
2022-03-16,United Kingdom,2022-03-17 04:20:56,32.3078,-64.7505,11989,125,,,"Bermuda, United Kingdom",19252.324442374706,1.0426224038702143
2022-03-16,United Kingdom,2022-03-17 04:20:56,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-16,United Kingdom,2022-03-17 04:20:56,19.3133,-81.2546,20073,22,,,"Cayman Islands, United Kingdom",30543.21363359708,0.10959996014546904
2022-03-16,United Kingdom,2022-03-17 04:20:56,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-16,United Kingdom,2022-03-17 04:20:56,52.3555,-1.1743,16785149,141887,,,"England, United Kingdom",29985.688816160866,0.8453127225739849
2022-03-16,United Kingdom,2022-03-17 04:20:56,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-16,United Kingdom,2022-03-17 04:20:56,36.1408,-5.3536,16148,101,,,"Gibraltar, United Kingdom",47929.71416698823,0.6254644538023285
2022-03-16,United Kingdom,2022-03-17 04:20:56,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",28331.74603174603,0.17367919771415766
2022-03-16,United Kingdom,2022-03-17 04:20:56,54.2361,-4.5481,25542,81,,,"Isle of Man, United Kingdom",30038.103302286207,0.3171247357293869
2022-03-16,United Kingdom,2022-03-17 04:20:56,49.2138,-2.1358,42018,116,,,"Jersey, United Kingdom",38442.81793229644,0.2760721595506688
2022-03-16,United Kingdom,2022-03-17 04:20:56,16.742498,-62.187366,171,2,,,"Montserrat, United Kingdom",3420.684136827365,1.1695906432748535
2022-03-16,United Kingdom,2022-03-17 04:20:56,54.7877,-6.4923,659588,3263,,,"Northern Ireland, United Kingdom",35054.634353741494,0.4947027538402761
2022-03-16,United Kingdom,2022-03-17 04:20:56,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-16,United Kingdom,2022-03-17 04:20:56,56.4907,-4.2026,1632909,11047,,,"Scotland, United Kingdom",29888.69364669705,0.6765226966107726
2022-03-16,United Kingdom,2022-03-17 04:20:56,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-16,United Kingdom,2022-03-17 04:20:56,,,0,0,,,"Unknown, United Kingdom",,
2022-03-16,United Kingdom,2022-03-17 04:20:56,52.1307,-3.7837,833509,7051,,,"Wales, United Kingdom",26556.713184222266,0.8459416754948057
2022-03-17,United Kingdom,2022-03-18 04:20:55,18.2206,-63.0686,2595,9,,,"Anguilla, United Kingdom",17297.693640847887,0.3468208092485549
2022-03-17,United Kingdom,2022-03-18 04:20:55,32.3078,-64.7505,12094,126,,,"Bermuda, United Kingdom",19420.93684261237,1.041838928394245
2022-03-17,United Kingdom,2022-03-18 04:20:55,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-17,United Kingdom,2022-03-18 04:20:55,19.3133,-81.2546,20073,22,,,"Cayman Islands, United Kingdom",30543.21363359708,0.10959996014546904
2022-03-17,United Kingdom,2022-03-18 04:20:55,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-17,United Kingdom,2022-03-18 04:20:55,52.3555,-1.1743,16860551,141987,,,"England, United Kingdom",30120.390087392723,0.8421255034903664
2022-03-17,United Kingdom,2022-03-18 04:20:55,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-17,United Kingdom,2022-03-18 04:20:55,36.1408,-5.3536,16148,101,,,"Gibraltar, United Kingdom",47929.71416698823,0.6254644538023285
2022-03-17,United Kingdom,2022-03-18 04:20:55,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",28331.74603174603,0.17367919771415766
2022-03-17,United Kingdom,2022-03-18 04:20:55,54.2361,-4.5481,25825,81,,,"Isle of Man, United Kingdom",30370.919183366266,0.31364956437560504
2022-03-17,United Kingdom,2022-03-18 04:20:55,49.2138,-2.1358,42361,116,,,"Jersey, United Kingdom",38756.63311985361,0.2738367838341871
2022-03-17,United Kingdom,2022-03-18 04:20:55,16.742498,-62.187366,174,2,,,"Montserrat, United Kingdom",3480.696139227845,1.1494252873563218
2022-03-17,United Kingdom,2022-03-18 04:20:55,54.7877,-6.4923,661642,3266,,,"Northern Ireland, United Kingdom",35163.796768707485,0.4936204170835588
2022-03-17,United Kingdom,2022-03-18 04:20:55,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-17,United Kingdom,2022-03-18 04:20:55,56.4907,-4.2026,1643664,11075,,,"Scotland, United Kingdom",30085.552687935866,0.6737995113356501
2022-03-17,United Kingdom,2022-03-18 04:20:55,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-17,United Kingdom,2022-03-18 04:20:55,,,0,0,,,"Unknown, United Kingdom",,
2022-03-17,United Kingdom,2022-03-18 04:20:55,52.1307,-3.7837,835770,7058,,,"Wales, United Kingdom",26628.751672720322,0.8444907091663975
2022-03-18,United Kingdom,2022-03-19 04:20:47,18.2206,-63.0686,2595,9,,,"Anguilla, United Kingdom",17297.693640847887,0.3468208092485549
2022-03-18,United Kingdom,2022-03-19 04:20:47,32.3078,-64.7505,12094,126,,,"Bermuda, United Kingdom",19420.93684261237,1.041838928394245
2022-03-18,United Kingdom,2022-03-19 04:20:47,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-18,United Kingdom,2022-03-19 04:20:47,19.3133,-81.2546,20336,23,,,"Cayman Islands, United Kingdom",30943.396226415094,0.11309992132179385
2022-03-18,United Kingdom,2022-03-19 04:20:47,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-18,United Kingdom,2022-03-19 04:20:47,52.3555,-1.1743,16928787,142082,,,"England, United Kingdom",30242.289717956595,0.8392922658900487
2022-03-18,United Kingdom,2022-03-19 04:20:47,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-18,United Kingdom,2022-03-19 04:20:47,36.1408,-5.3536,16253,101,,,"Gibraltar, United Kingdom",48241.370098839456,0.6214237371562173
2022-03-18,United Kingdom,2022-03-19 04:20:47,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",28331.74603174603,0.17367919771415766
2022-03-18,United Kingdom,2022-03-19 04:20:47,54.2361,-4.5481,26101,81,,,"Isle of Man, United Kingdom",30695.50286950795,0.3103329374353473
2022-03-18,United Kingdom,2022-03-19 04:20:47,49.2138,-2.1358,42675,116,,,"Jersey, United Kingdom",39043.91582799634,0.27182190978324544
2022-03-18,United Kingdom,2022-03-19 04:20:47,16.742498,-62.187366,174,3,,,"Montserrat, United Kingdom",3480.696139227845,1.7241379310344829
2022-03-18,United Kingdom,2022-03-19 04:20:47,54.7877,-6.4923,663440,3265,,,"Northern Ireland, United Kingdom",35259.353741496605,0.4921319184854697
2022-03-18,United Kingdom,2022-03-19 04:20:47,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-18,United Kingdom,2022-03-19 04:20:47,56.4907,-4.2026,1663830,11098,,,"Scotland, United Kingdom",30454.670254241933,0.6670152599724731
2022-03-18,United Kingdom,2022-03-19 04:20:47,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-18,United Kingdom,2022-03-19 04:20:47,,,0,0,,,"Unknown, United Kingdom",,
2022-03-18,United Kingdom,2022-03-19 04:20:47,52.1307,-3.7837,837705,7066,,,"Wales, United Kingdom",26690.403364557445,0.8434950250983342
2022-03-19,United Kingdom,2022-03-20 04:20:45,18.2206,-63.0686,2595,9,,,"Anguilla, United Kingdom",17297.693640847887,0.3468208092485549
2022-03-19,United Kingdom,2022-03-20 04:20:45,32.3078,-64.7505,12094,126,,,"Bermuda, United Kingdom",19420.93684261237,1.041838928394245
2022-03-19,United Kingdom,2022-03-20 04:20:45,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-19,United Kingdom,2022-03-20 04:20:45,19.3133,-81.2546,20336,23,,,"Cayman Islands, United Kingdom",30943.396226415094,0.11309992132179385
2022-03-19,United Kingdom,2022-03-20 04:20:45,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-19,United Kingdom,2022-03-20 04:20:45,52.3555,-1.1743,16928787,142082,,,"England, United Kingdom",30242.289717956595,0.8392922658900487
2022-03-19,United Kingdom,2022-03-20 04:20:45,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-19,United Kingdom,2022-03-20 04:20:45,36.1408,-5.3536,16253,101,,,"Gibraltar, United Kingdom",48241.370098839456,0.6214237371562173
2022-03-19,United Kingdom,2022-03-20 04:20:45,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",28331.74603174603,0.17367919771415766
2022-03-19,United Kingdom,2022-03-20 04:20:45,54.2361,-4.5481,26101,81,,,"Isle of Man, United Kingdom",30695.50286950795,0.3103329374353473
2022-03-19,United Kingdom,2022-03-20 04:20:45,49.2138,-2.1358,42675,116,,,"Jersey, United Kingdom",39043.91582799634,0.27182190978324544
2022-03-19,United Kingdom,2022-03-20 04:20:45,16.742498,-62.187366,174,3,,,"Montserrat, United Kingdom",3480.696139227845,1.7241379310344829
2022-03-19,United Kingdom,2022-03-20 04:20:45,54.7877,-6.4923,663440,3265,,,"Northern Ireland, United Kingdom",35259.353741496605,0.4921319184854697
2022-03-19,United Kingdom,2022-03-20 04:20:45,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-19,United Kingdom,2022-03-20 04:20:45,56.4907,-4.2026,1663830,11098,,,"Scotland, United Kingdom",30454.670254241933,0.6670152599724731
2022-03-19,United Kingdom,2022-03-20 04:20:45,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-19,United Kingdom,2022-03-20 04:20:45,,,0,0,,,"Unknown, United Kingdom",,
2022-03-19,United Kingdom,2022-03-20 04:20:45,52.1307,-3.7837,837705,7066,,,"Wales, United Kingdom",26690.403364557445,0.8434950250983342
2022-03-20,United Kingdom,2022-03-21 04:20:50,18.2206,-63.0686,2595,9,,,"Anguilla, United Kingdom",17297.693640847887,0.3468208092485549
2022-03-20,United Kingdom,2022-03-21 04:20:50,32.3078,-64.7505,12094,126,,,"Bermuda, United Kingdom",19420.93684261237,1.041838928394245
2022-03-20,United Kingdom,2022-03-21 04:20:50,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-20,United Kingdom,2022-03-21 04:20:50,19.3133,-81.2546,20336,23,,,"Cayman Islands, United Kingdom",30943.396226415094,0.11309992132179385
2022-03-20,United Kingdom,2022-03-21 04:20:50,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-20,United Kingdom,2022-03-21 04:20:50,52.3555,-1.1743,16928787,142082,,,"England, United Kingdom",30242.289717956595,0.8392922658900487
2022-03-20,United Kingdom,2022-03-21 04:20:50,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-20,United Kingdom,2022-03-21 04:20:50,36.1408,-5.3536,16253,101,,,"Gibraltar, United Kingdom",48241.370098839456,0.6214237371562173
2022-03-20,United Kingdom,2022-03-21 04:20:50,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",28331.74603174603,0.17367919771415766
2022-03-20,United Kingdom,2022-03-21 04:20:50,54.2361,-4.5481,26101,81,,,"Isle of Man, United Kingdom",30695.50286950795,0.3103329374353473
2022-03-20,United Kingdom,2022-03-21 04:20:50,49.2138,-2.1358,42675,116,,,"Jersey, United Kingdom",39043.91582799634,0.27182190978324544
2022-03-20,United Kingdom,2022-03-21 04:20:50,16.742498,-62.187366,174,3,,,"Montserrat, United Kingdom",3480.696139227845,1.7241379310344829
2022-03-20,United Kingdom,2022-03-21 04:20:50,54.7877,-6.4923,663440,3265,,,"Northern Ireland, United Kingdom",35259.353741496605,0.4921319184854697
2022-03-20,United Kingdom,2022-03-21 04:20:50,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-20,United Kingdom,2022-03-21 04:20:50,56.4907,-4.2026,1663830,11098,,,"Scotland, United Kingdom",30454.670254241933,0.6670152599724731
2022-03-20,United Kingdom,2022-03-21 04:20:50,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-20,United Kingdom,2022-03-21 04:20:50,,,0,0,,,"Unknown, United Kingdom",,
2022-03-20,United Kingdom,2022-03-21 04:20:50,52.1307,-3.7837,837705,7066,,,"Wales, United Kingdom",26690.403364557445,0.8434950250983342
2022-03-21,United Kingdom,2022-03-22 04:20:54,18.2206,-63.0686,2595,9,,,"Anguilla, United Kingdom",17297.693640847887,0.3468208092485549
2022-03-21,United Kingdom,2022-03-22 04:20:54,32.3078,-64.7505,12231,126,,,"Bermuda, United Kingdom",19640.935879112938,1.030169242089772
2022-03-21,United Kingdom,2022-03-22 04:20:54,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-21,United Kingdom,2022-03-22 04:20:54,19.3133,-81.2546,20336,23,,,"Cayman Islands, United Kingdom",30943.396226415094,0.11309992132179385
2022-03-21,United Kingdom,2022-03-22 04:20:54,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-21,United Kingdom,2022-03-22 04:20:54,52.3555,-1.1743,17117061,142209,,,"England, United Kingdom",30578.630228021408,0.8308026710893885
2022-03-21,United Kingdom,2022-03-22 04:20:54,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-21,United Kingdom,2022-03-22 04:20:54,36.1408,-5.3536,16311,101,,,"Gibraltar, United Kingdom",48413.52289929061,0.6192140273435105
2022-03-21,United Kingdom,2022-03-22 04:20:54,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",28331.74603174603,0.17367919771415766
2022-03-21,United Kingdom,2022-03-22 04:20:54,54.2361,-4.5481,26325,81,,,"Isle of Man, United Kingdom",30958.933107535988,0.3076923076923077
2022-03-21,United Kingdom,2022-03-22 04:20:54,49.2138,-2.1358,42995,116,,,"Jersey, United Kingdom",39336.68801463861,0.2697988138155599
2022-03-21,United Kingdom,2022-03-22 04:20:54,16.742498,-62.187366,174,2,,,"Montserrat, United Kingdom",3480.696139227845,1.1494252873563218
2022-03-21,United Kingdom,2022-03-22 04:20:54,54.7877,-6.4923,668795,3274,,,"Northern Ireland, United Kingdom",35543.951955782315,0.4895371526401962
2022-03-21,United Kingdom,2022-03-22 04:20:54,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-21,United Kingdom,2022-03-22 04:20:54,56.4907,-4.2026,1693308,11126,,,"Scotland, United Kingdom",30994.234254022285,0.6570570740822107
2022-03-21,United Kingdom,2022-03-22 04:20:54,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-21,United Kingdom,2022-03-22 04:20:54,,,0,0,,,"Unknown, United Kingdom",,
2022-03-21,United Kingdom,2022-03-22 04:20:54,52.1307,-3.7837,840270,7070,,,"Wales, United Kingdom",26772.127700248522,0.8413962178823473
2022-03-22,United Kingdom,2022-03-23 04:20:48,18.2206,-63.0686,2633,9,,,"Anguilla, United Kingdom",17550.99320090654,0.3418154196733764
2022-03-22,United Kingdom,2022-03-23 04:20:48,32.3078,-64.7505,12231,126,,,"Bermuda, United Kingdom",19640.935879112938,1.030169242089772
2022-03-22,United Kingdom,2022-03-23 04:20:48,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-22,United Kingdom,2022-03-23 04:20:48,19.3133,-81.2546,20336,23,,,"Cayman Islands, United Kingdom",30943.396226415094,0.11309992132179385
2022-03-22,United Kingdom,2022-03-23 04:20:48,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-22,United Kingdom,2022-03-23 04:20:48,52.3555,-1.1743,17191749,142409,,,"England, United Kingdom",30712.05597993469,0.8283566727271321
2022-03-22,United Kingdom,2022-03-23 04:20:48,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-22,United Kingdom,2022-03-23 04:20:48,36.1408,-5.3536,16436,101,,,"Gibraltar, United Kingdom",48784.541865780186,0.6145047456802142
2022-03-22,United Kingdom,2022-03-23 04:20:48,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",28331.74603174603,0.17367919771415766
2022-03-22,United Kingdom,2022-03-23 04:20:48,54.2361,-4.5481,26734,81,,,"Isle of Man, United Kingdom",31439.928497506826,0.3029849629685045
2022-03-22,United Kingdom,2022-03-23 04:20:48,49.2138,-2.1358,43796,116,,,"Jersey, United Kingdom",40069.53339432754,0.2648643711754498
2022-03-22,United Kingdom,2022-03-23 04:20:48,16.742498,-62.187366,174,2,,,"Montserrat, United Kingdom",3480.696139227845,1.1494252873563218
2022-03-22,United Kingdom,2022-03-23 04:20:48,54.7877,-6.4923,671694,3282,,,"Northern Ireland, United Kingdom",35698.02295918368,0.488615351633333
2022-03-22,United Kingdom,2022-03-23 04:20:48,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-22,United Kingdom,2022-03-23 04:20:48,56.4907,-4.2026,1705109,11163,,,"Scotland, United Kingdom",31210.239232698183,0.6546795542103173
2022-03-22,United Kingdom,2022-03-23 04:20:48,21.69400000000001,-71.7979,5874,36,,,"Turks and Caicos Islands, United Kingdom",15171.238183790483,0.6128702757916241
2022-03-22,United Kingdom,2022-03-23 04:20:48,,,0,0,,,"Unknown, United Kingdom",,
2022-03-22,United Kingdom,2022-03-23 04:20:48,52.1307,-3.7837,845179,7075,,,"Wales, United Kingdom",26928.53501561205,0.8371007798348042
2022-03-23,United Kingdom,2022-03-24 04:20:43,18.2206,-63.0686,2633,9,,,"Anguilla, United Kingdom",17550.99320090654,0.3418154196733764
2022-03-23,United Kingdom,2022-03-24 04:20:43,32.3078,-64.7505,12231,126,,,"Bermuda, United Kingdom",19640.935879112938,1.030169242089772
2022-03-23,United Kingdom,2022-03-24 04:20:43,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-23,United Kingdom,2022-03-24 04:20:43,19.3133,-81.2546,20336,23,,,"Cayman Islands, United Kingdom",30943.396226415094,0.11309992132179385
2022-03-23,United Kingdom,2022-03-24 04:20:43,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-23,United Kingdom,2022-03-24 04:20:43,52.3555,-1.1743,17277446,142546,,,"England, United Kingdom",30865.148667671834,0.8250409232938711
2022-03-23,United Kingdom,2022-03-24 04:20:43,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-23,United Kingdom,2022-03-24 04:20:43,36.1408,-5.3536,16542,101,,,"Gibraltar, United Kingdom",49099.16594936333,0.610567041470197
2022-03-23,United Kingdom,2022-03-24 04:20:43,49.448196,-2.58949,17849,31,,,"Guernsey, United Kingdom",32992.063492063484,0.17367919771415766
2022-03-23,United Kingdom,2022-03-24 04:20:43,54.2361,-4.5481,27022,81,,,"Isle of Man, United Kingdom",31778.624517828583,0.2997557545703501
2022-03-23,United Kingdom,2022-03-24 04:20:43,49.2138,-2.1358,44199,118,,,"Jersey, United Kingdom",40438.24336688015,0.2669743659358809
2022-03-23,United Kingdom,2022-03-24 04:20:43,16.742498,-62.187366,174,2,,,"Montserrat, United Kingdom",3480.696139227845,1.1494252873563218
2022-03-23,United Kingdom,2022-03-24 04:20:43,54.7877,-6.4923,673963,3285,,,"Northern Ireland, United Kingdom",35818.611819727885,0.487415481265292
2022-03-23,United Kingdom,2022-03-24 04:20:43,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-23,United Kingdom,2022-03-24 04:20:43,56.4907,-4.2026,1717534,11202,,,"Scotland, United Kingdom",31437.66587959658,0.6522141628637337
2022-03-23,United Kingdom,2022-03-24 04:20:43,21.69400000000001,-71.7979,5888,36,,,"Turks and Caicos Islands, United Kingdom",15207.397076295263,0.6114130434782609
2022-03-23,United Kingdom,2022-03-24 04:20:43,,,0,0,,,"Unknown, United Kingdom",,
2022-03-23,United Kingdom,2022-03-24 04:20:43,52.1307,-3.7837,847055,7090,,,"Wales, United Kingdom",26988.3068884216,0.8370176670936362
2022-03-24,United Kingdom,2022-03-25 04:20:46,18.2206,-63.0686,2633,9,,,"Anguilla, United Kingdom",17550.99320090654,0.3418154196733764
2022-03-24,United Kingdom,2022-03-25 04:20:46,32.3078,-64.7505,12354,127,,,"Bermuda, United Kingdom",19838.453262248488,1.0280071231989638
2022-03-24,United Kingdom,2022-03-25 04:20:46,18.4207,-64.64,6104,62,,,"British Virgin Islands, United Kingdom",20187.18788239574,1.015727391874181
2022-03-24,United Kingdom,2022-03-25 04:20:46,19.3133,-81.2546,20336,25,,,"Cayman Islands, United Kingdom",30943.396226415094,0.12293469708890638
2022-03-24,United Kingdom,2022-03-25 04:20:46,49.3723,-2.3644,0,0,,,"Channel Islands, United Kingdom",0.0,
2022-03-24,United Kingdom,2022-03-25 04:20:46,52.3555,-1.1743,17356644,142657,,,"England, United Kingdom",31006.631271303315,0.8219158035389791
2022-03-24,United Kingdom,2022-03-25 04:20:46,-51.7963,-59.5236,119,0,,,"Falkland Islands (Malvinas), United Kingdom",3416.5948894631065,0.0
2022-03-24,United Kingdom,2022-03-25 04:20:46,36.1408,-5.3536,16651,101,,,"Gibraltar, United Kingdom",49422.694488142224,0.6065701759654075
2022-03-24,United Kingdom,2022-03-25 04:20:46,49.448196,-2.58949,20785,31,,,"Guernsey, United Kingdom",32992.063492063484,0.1491460187635314
2022-03-24,United Kingdom,2022-03-25 04:20:46,54.2361,-4.5481,27329,81,,,"Isle of Man, United Kingdom",32139.665067268794,0.2963884518277288
2022-03-24,United Kingdom,2022-03-25 04:20:46,49.2138,-2.1358,44492,118,,,"Jersey, United Kingdom",40706.31290027448,0.2652162186460487
2022-03-24,United Kingdom,2022-03-25 04:20:46,16.742498,-62.187366,174,2,,,"Montserrat, United Kingdom",3480.696139227845,1.1494252873563218
2022-03-24,United Kingdom,2022-03-25 04:20:46,54.7877,-6.4923,676487,3287,,,"Northern Ireland, United Kingdom",35952.752976190466,0.4858925596500746
2022-03-24,United Kingdom,2022-03-25 04:20:46,-7.9467,-14.3559,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
2022-03-24,United Kingdom,2022-03-25 04:20:46,56.4907,-4.2026,1730889,11246,,,"Scotland, United Kingdom",31682.115205095826,0.6497239279930718
